Game,Japan Sales,GameID,Pos,PAL Sales,Other Sales,NA Sales,Metacritic Score,Total Sales,User Score
1080° Avalanche,,1080° Avalanche | GCN,566,,,,,,
James Bond 007: Blood Stone,,James Bond 007: Blood Stone | X360,464,0.23,0.05,0.2,62.0,0.47,7.1
James Bond 007: Legends,,James Bond 007: Legends | X360,631,0.13,0.02,0.13,,0.29,
James Cameron's Avatar: The Game,,James Cameron's Avatar: The Game | X360,318,0.35,0.08,0.34,61.0,0.77,6.9
Janline,,Janline | X360,1315,,,,,,
JASF: Jane's Advanced Strike Fighters,,JASF: Jane's Advanced Strike Fighters | X360,1033,0.02,0.01,0.06,45.0,0.09,4.5
Jillian Michaels' Fitness Adventure,,Jillian Michaels' Fitness Adventure | X360,760,0.02,0.02,0.17,,0.2,
Jimmie Johnson's Anything With an Engine,,Jimmie Johnson's Anything With an Engine | X360,1027,,0.01,0.08,65.0,0.09,8.8
John Daly's ProStroke Golf,,John Daly's ProStroke Golf | X360,1265,,,0.01,,0.01,
Jojo's Bizarre Adventure,,Jojo's Bizarre Adventure | X360,1504,,,,,,
Jonah Lomu Rugby Challenge,,Jonah Lomu Rugby Challenge | X360,605,0.19,0.03,0.09,73.0,0.31,6.0
Juiced 2: Hot Import Nights,,Juiced 2: Hot Import Nights | X360,369,0.34,0.07,0.22,68.0,0.63,7.5
Jumper: Griffin's Story,,Jumper: Griffin's Story | X360,1114,,,0.05,29.0,0.06,3.3
Jurassic Park: The Game,,Jurassic Park: The Game | X360,856,,0.01,0.15,60.0,0.16,3.7
Jurassic: The Hunted,,Jurassic: The Hunted | X360,925,,0.01,0.12,60.0,0.13,7.0
Just Cause,0.01,Just Cause | X360,885,0.03,0.01,0.1,73.0,0.14,7.2
Just Cause 2,0.02,Just Cause 2 | X360,145,0.83,0.17,0.59,81.0,1.6,8.0
Just Dance 2014,,Just Dance 2014 | X360,229,0.18,0.1,0.74,79.0,1.02,7.8
Just Dance 2015,,Just Dance 2015 | X360,375,0.13,0.06,0.42,,0.61,8.3
Just Dance 2016,,Just Dance 2016 | X360,545,0.06,0.04,0.26,,0.36,6.7
Just Dance 2017,,Just Dance 2017 | X360,646,0.07,0.03,0.18,,0.28,6.7
Just Dance 2018,,Just Dance 2018 | X360,1070,0.02,0.01,0.05,,0.08,5.9
Just Dance 3,,Just Dance 3 | X360,116,0.39,0.16,1.47,70.0,2.02,7.7
Just Dance 4,,Just Dance 4 | X360,194,0.19,0.12,0.9,77.0,1.21,7.7
Just Dance Kids,,Just Dance Kids | X360,1505,,,,,,
Just Dance Kids 2,,Just Dance Kids 2 | X360,514,0.08,0.03,0.29,,0.41,
Just Dance: Best of,,Just Dance: Best of | X360,1506,,,,,,
Just Dance: Disney Party,,Just Dance: Disney Party | X360,845,0.02,0.02,0.13,,0.16,
Just Dance: Disney Party 2,,Just Dance: Disney Party 2 | X360,1082,0.01,0.01,0.06,,0.07,
Kabama,,Kabama | X360,1507,,,,,,
Kameo: Elements of Power,,Kameo: Elements of Power | X360,564,0.03,0.03,0.28,79.0,0.34,8.0
Kane & Lynch 2: Dog Days,0.01,Kane & Lynch 2: Dog Days | X360,449,0.23,0.05,0.2,63.0,0.49,5.3
Kane & Lynch: Dead Men,0.01,Kane & Lynch: Dead Men | X360,324,0.31,0.08,0.36,65.0,0.76,3.2
Karaoke Revolution,,Karaoke Revolution | X360,930,,0.01,0.12,62.0,0.12,
Karaoke Revolution Glee: Volume 3,,Karaoke Revolution Glee: Volume 3 | X360,863,,0.01,0.14,,0.15,
Karaoke Revolution Presents American Idol Encore,,Karaoke Revolution Presents American Idol Encore | X360,966,,0.01,0.1,,0.11,
Karaoke Revolution Presents American Idol Encore 2,,Karaoke Revolution Presents American Idol Encore 2 | X360,1041,,0.01,0.08,,0.09,
Kengo: Legend of The 9,,Kengo: Legend of The 9 | X360,1081,0.01,0.01,0.06,,0.07,
Ketsui: Kizuna Jigoku Tachi Extra,0.02,Ketsui: Kizuna Jigoku Tachi Extra | X360,1234,,,,,0.02,
Kick-Ass 2,,Kick-Ass 2 | X360,1508,,,,,,2.4
Killer is Dead,0.01,Killer is Dead | X360,927,0.02,0.01,0.09,,0.13,
Kinect Adventures!,0.24,Kinect Adventures! | X360,1,4.97,1.81,15.09,61.0,22.09,6.3
Kinect Joy Ride,,Kinect Joy Ride | X360,165,0.39,0.12,0.92,52.0,1.43,5.0
Kinect Nat Geo TV,,Kinect Nat Geo TV | X360,1509,,,,78.0,,6.8
Kinect Rush: A Disney Pixar Adventure,,Kinect Rush: A Disney Pixar Adventure | X360,393,0.15,0.06,0.38,,0.58,
Kinect Sesame Street TV,,Kinect Sesame Street TV | X360,1510,,,,76.0,,6.2
Kinect Sports,0.03,Kinect Sports | X360,20,1.73,0.55,3.92,73.0,6.23,7.4
Kinect Sports Double Pack,,Kinect Sports Double Pack | X360,1324,,,,,,
Kinect Sports: Season Two,0.02,Kinect Sports: Season Two | X360,95,0.72,0.21,1.38,66.0,2.33,6.6
Kinect Star Wars,0.03,Kinect Star Wars | X360,130,0.53,0.15,1.05,55.0,1.76,3.6
Kinect: Disneyland Adventures,0.02,Kinect: Disneyland Adventures | X360,89,0.43,0.23,1.73,73.0,2.41,3.0
Kinectimals,,Kinectimals | X360,141,0.46,0.14,1.02,74.0,1.62,3.3
Kinectimals: Now with Bears!,,Kinectimals: Now with Bears! | X360,549,0.06,0.03,0.27,78.0,0.36,1.3
Kingdom Under Fire II,,Kingdom Under Fire II | X360,1513,,,,,,
Kingdom Under Fire: Circle of Doom,0.04,Kingdom Under Fire: Circle of Doom | X360,537,0.12,0.04,0.18,55.0,0.37,5.8
Kingdoms of Amalur: Reckoning,0.01,Kingdoms of Amalur: Reckoning | X360,279,0.24,0.07,0.55,80.0,0.87,7.8
King's Quest I: Quest for the Crown (VGA Version),,King's Quest I: Quest for the Crown (VGA Version) | X360,1512,,,,,,
King's Quest: The Complete Collection,,King's Quest: The Complete Collection | X360,1175,,,0.03,,0.03,
Knights Contract,,Knights Contract | X360,1059,0.03,0.01,0.05,49.0,0.08,5.6
Konami Classics Vol. 1,,Konami Classics Vol. 1 | X360,1050,,0.01,0.08,,0.08,
Konami Classics Vol. 2,,Konami Classics Vol. 2 | X360,1251,,,0.01,,0.01,
Kung Fu Panda,,Kung Fu Panda | X360,58,0.84,0.29,1.91,,3.05,
Kung Fu Panda 2,,Kung Fu Panda 2 | X360,691,0.07,0.02,0.16,,0.25,
Kung Fu Panda: Showdown of Legendary Legends,,Kung Fu Panda: Showdown of Legendary Legends | X360,1182,0.03,,,,0.03,6.4
Kung-Fu: High Impact,,Kung-Fu: High Impact | X360,906,0.05,0.01,0.08,,0.13,
L.A. Noire,0.02,L.A. Noire | X360,70,0.92,0.24,1.55,89.0,2.73,7.9
L.A. Noire: The Complete Edition,,L.A. Noire: The Complete Edition | X360,1230,0.02,,,,0.02,7.6
Left 4 Dead,0.05,Left 4 Dead | X360,48,0.49,0.31,2.66,89.0,3.52,7.9
Left 4 Dead 2,0.05,Left 4 Dead 2 | X360,41,0.88,0.38,2.67,89.0,3.97,8.6
Legend of Kay,,Legend of Kay | X360,1515,,,,,,
Legend of the Guardians: The Owls of Ga'Hoole,,Legend of the Guardians: The Owls of Ga'Hoole | X360,1074,0.01,0.01,0.06,60.0,0.07,8.0
Legendary,,Legendary | X360,679,0.15,0.03,0.08,47.0,0.26,7.1
Legends of WrestleMania,,Legends of WrestleMania | X360,524,0.15,0.04,0.2,,0.39,
LEGO Batman 2: DC Super Heroes,,LEGO Batman 2: DC Super Heroes | X360,136,0.63,0.15,0.9,79.0,1.68,7.2
Lego Batman 3: Beyond Gotham,,Lego Batman 3: Beyond Gotham | X360,257,0.37,0.08,0.48,,0.93,
LEGO Batman: The Videogame,,LEGO Batman: The Videogame | X360,51,1.04,0.34,2.06,76.0,3.44,7.8
LEGO Dimensions,,LEGO Dimensions | X360,284,0.3,0.08,0.48,,0.86,6.3
LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack,,LEGO Drome Racers & LEGO Creator: Knights Kingdom Double Pack | X360,1516,,,,,,
LEGO Harry Potter: Years 1-4,,LEGO Harry Potter: Years 1-4 | X360,148,0.49,0.14,0.95,79.0,1.58,8.0
LEGO Harry Potter: Years 5-7,,LEGO Harry Potter: Years 5-7 | X360,242,0.4,0.09,0.51,77.0,1.0,8.0
LEGO Indiana Jones 2: The Adventure Continues,,LEGO Indiana Jones 2: The Adventure Continues | X360,227,0.31,0.09,0.62,71.0,1.02,7.4
LEGO Indiana Jones: The Original Adventures,,LEGO Indiana Jones: The Original Adventures | X360,42,1.01,0.36,2.4,77.0,3.76,7.6
LEGO Jurassic World,,LEGO Jurassic World | X360,246,0.4,0.08,0.5,,0.99,7.1
Lego Marvel Super Heroes,,Lego Marvel Super Heroes | X360,96,0.87,0.2,1.26,,2.33,
LEGO Marvel's Avengers,,LEGO Marvel's Avengers | X360,531,0.16,0.03,0.19,,0.39,6.6
LEGO Pirates of the Caribbean: The Video Game,,LEGO Pirates of the Caribbean: The Video Game | X360,224,0.4,0.1,0.54,73.0,1.04,7.1
LEGO Rock Band,,LEGO Rock Band | X360,407,0.11,0.05,0.4,71.0,0.56,7.1
LEGO Star Wars II: The Original Trilogy,,LEGO Star Wars II: The Original Trilogy | X360,365,0.03,0.05,0.55,81.0,0.63,8.0
LEGO Star Wars III: The Clone Wars,,LEGO Star Wars III: The Clone Wars | X360,157,0.51,0.13,0.84,75.0,1.48,7.7
LEGO Star Wars: The Complete Saga,,LEGO Star Wars: The Complete Saga | X360,80,0.83,0.24,1.53,80.0,2.59,7.6
Lego Star Wars: The Force Awakens,,Lego Star Wars: The Force Awakens | X360,709,0.14,0.02,0.08,,0.24,
LEGO The Hobbit,,LEGO The Hobbit | X360,477,0.22,0.04,0.2,70.0,0.46,8.5
LEGO The Lord of the Rings,,LEGO The Lord of the Rings | X360,192,0.5,0.1,0.64,80.0,1.24,8.5
Leisure Suit Larry: Box Office Bust,,Leisure Suit Larry: Box Office Bust | X360,839,0.01,0.01,0.14,25.0,0.16,2.5
Let's Cheer,,Let's Cheer | X360,886,,0.01,0.12,,0.14,
Let's Dance with Mel B,,Let's Dance with Mel B | X360,1236,0.02,,,,0.02,
Life is Strange,,Life is Strange | X360,1517,,,,,,
Lightning Returns: Final Fantasy XIII,0.01,Lightning Returns: Final Fantasy XIII | X360,653,0.08,0.02,0.15,69.0,0.27,6.6
Lips,,Lips | X360,314,0.56,0.1,0.12,71.0,0.77,7.4
Lips: Deutsche Partyknaller,,Lips: Deutsche Partyknaller | X360,1148,0.04,0.01,,,0.05,
Lips: I Love The 80s,,Lips: I Love The 80s | X360,898,0.12,0.02,,,0.14,
Lips: Number One Hits,,Lips: Number One Hits | X360,413,0.34,0.06,0.15,70.0,0.55,7.6
Lips: Party Classics,,Lips: Party Classics | X360,813,0.11,0.02,0.05,69.0,0.18,
Little League World Series Baseball 2010,,Little League World Series Baseball 2010 | X360,1001,,0.01,0.09,55.0,0.1,
LMA Manager 2007,,LMA Manager 2007 | X360,1276,0.01,,,,0.01,
LocoCycle,,LocoCycle | X360,1518,,,,,,5.2
Lollipop Chainsaw,0.02,Lollipop Chainsaw | X360,457,0.12,0.04,0.31,70.0,0.48,7.0
London 2012: The Official Video Game of the Olympic Games,,London 2012: The Official Video Game of the Olympic Games | X360,402,0.44,0.06,0.07,,0.57,
Looney Tunes: Acme Arsenal,,Looney Tunes: Acme Arsenal | X360,1060,0.01,0.01,0.06,40.0,0.08,7.1
Lord of the Rings: Battle for Middle-Earth,,Lord of the Rings: Battle for Middle-Earth | X360,603,,0.02,0.28,,0.31,
Lost Odyssey,0.11,Lost Odyssey | X360,268,0.26,0.08,0.45,78.0,0.9,8.4
Lost Planet 2,0.08,Lost Planet 2 | X360,322,0.24,0.06,0.38,68.0,0.76,6.2
Lost Planet 3,0.01,Lost Planet 3 | X360,944,0.04,0.01,0.07,58.0,0.12,5.8
Lost Planet: Extreme Condition,0.1,Lost Planet: Extreme Condition | X360,178,0.04,0.1,1.09,79.0,1.34,7.1
Lost Planet: Extreme Condition Colonies Edition,,Lost Planet: Extreme Condition Colonies Edition | X360,1333,,,,78.0,,8.1
Lost: Via Domus,,Lost: Via Domus | X360,395,0.34,0.07,0.18,55.0,0.58,6.4
Lucha Libre AAA: Heroes del Ring,,Lucha Libre AAA: Heroes del Ring | X360,1127,,,0.05,,0.05,
Lumines,,Lumines | X360,1519,,,,,,
Machi-ing Maker 4,,Machi-ing Maker 4 | X360,1311,,,,,,
Mad Max (2013),,Mad Max (2013) | X360,1520,,,,,,
Madagascar 3: The Video Game,,Madagascar 3: The Video Game | X360,1328,,,,45.0,,4.9
Madagascar: Escape 2 Africa,,Madagascar: Escape 2 Africa | X360,690,0.1,0.03,0.12,62.0,0.25,6.8
Madden NFL 06,0.01,Madden NFL 06 | X360,389,,0.03,0.54,74.0,0.59,5.1
Madden NFL 07,0.01,Madden NFL 07 | X360,129,,0.13,1.66,80.0,1.8,6.0
Madden NFL 08,,Madden NFL 08 | X360,94,0.01,0.18,2.18,85.0,2.37,6.5
Madden NFL 09,,Madden NFL 09 | X360,84,0.12,0.2,2.21,83.0,2.54,7.0
Madden NFL 10,,Madden NFL 10 | X360,66,0.09,0.22,2.52,85.0,2.83,6.1
Madden NFL 11,,Madden NFL 11 | X360,74,0.12,0.19,2.38,84.0,2.69,5.7
Madden NFL 12,,Madden NFL 12 | X360,72,0.11,0.16,2.43,78.0,2.7,5.9
Madden NFL 13,,Madden NFL 13 | X360,62,0.16,0.24,2.53,81.0,2.93,5.8
Madden NFL 15,,Madden NFL 15 | X360,107,0.06,0.22,1.8,,2.09,5.5
Madden NFL 16,,Madden NFL 16 | X360,234,0.02,0.11,0.88,,1.01,4.9
Madden NFL 17,,Madden NFL 17 | X360,472,0.05,0.05,0.37,,0.47,1.7
Madden NFL 25,,Madden NFL 25 | X360,97,0.07,0.25,2.02,80.0,2.33,5.6
Mafia II,,Mafia II | X360,150,0.55,0.15,0.85,74.0,1.56,7.8
Magic 2014: Duels of the Planeswalkers,,Magic 2014: Duels of the Planeswalkers | X360,1521,,,,,,
Magicians & Looters,,Magicians & Looters | X360,1522,,,,,,
Magna Carta 2,0.07,Magna Carta 2 | X360,613,0.07,0.02,0.13,69.0,0.3,7.0
Magrunner: Dark Pulse,,Magrunner: Dark Pulse | X360,1523,,,,74.0,,7.2
Mahjong * Dream C Club,0.01,Mahjong * Dream C Club | X360,1303,,,,,0.01,
Majin and the Forsaken Kingdom,,Majin and the Forsaken Kingdom | X360,784,0.03,0.01,0.14,74.0,0.19,8.1
Major League Baseball 2K10,,Major League Baseball 2K10 | X360,431,,0.04,0.47,76.0,0.51,7.6
Major League Baseball 2K11,,Major League Baseball 2K11 | X360,481,0.03,0.03,0.4,69.0,0.45,6.8
Major League Baseball 2K12,,Major League Baseball 2K12 | X360,436,,0.03,0.47,68.0,0.5,6.4
Major League Baseball 2K13,,Major League Baseball 2K13 | X360,438,,0.05,0.45,,0.5,
Major League Baseball 2K6,,Major League Baseball 2K6 | X360,536,,0.03,0.34,66.0,0.37,3.9
Major League Baseball 2K7,,Major League Baseball 2K7 | X360,334,,0.06,0.67,79.0,0.72,7.1
Major League Baseball 2K8,,Major League Baseball 2K8 | X360,377,,0.05,0.56,70.0,0.61,5.9
Major League Baseball 2K9,,Major League Baseball 2K9 | X360,379,,0.05,0.56,64.0,0.61,5.3
Mamoru-kun wa Norowarete Shimatta!,0.01,Mamoru-kun wa Norowarete Shimatta! | X360,1259,,,,,0.01,
Man vs. Wild,,Man vs. Wild | X360,1015,,0.01,0.09,,0.1,
Mark of the Ninja,,Mark of the Ninja | X360,1524,,,,90.0,,7.3
Mars: War Logs,,Mars: War Logs | X360,1526,,,,61.0,,7.0
Marvel Avengers: Battle for Earth,,Marvel Avengers: Battle for Earth | X360,1229,,,0.02,62.0,0.02,7.0
Marvel Super Hero Squad: Comic Combat,,Marvel Super Hero Squad: Comic Combat | X360,808,0.04,0.02,0.13,,0.18,
Marvel Super Hero Squad: The Infinity Gauntlet,,Marvel Super Hero Squad: The Infinity Gauntlet | X360,868,0.02,0.01,0.12,55.0,0.15,6.6
Marvel vs. Capcom 3: Fate of Two Worlds,0.03,Marvel vs. Capcom 3: Fate of Two Worlds | X360,216,0.18,0.08,0.79,85.0,1.07,7.1
Marvel: Ultimate Alliance,,Marvel: Ultimate Alliance | X360,85,0.02,0.19,2.29,82.0,2.5,7.5
Marvel: Ultimate Alliance 2,,Marvel: Ultimate Alliance 2 | X360,269,0.15,0.08,0.68,73.0,0.9,7.3
Mass Effect,0.03,Mass Effect | X360,63,0.79,0.27,1.83,91.0,2.91,8.7
Mass Effect 2,0.03,Mass Effect 2 | X360,55,0.81,0.27,1.99,96.0,3.1,8.9
Mass Effect 3,0.03,Mass Effect 3 | X360,59,0.84,0.24,1.94,93.0,3.04,5.9
Mass Effect Trilogy,,Mass Effect Trilogy | X360,511,0.09,0.04,0.28,,0.41,7.7
Max Payne 3,0.01,Max Payne 3 | X360,140,0.62,0.13,0.86,86.0,1.63,7.8
Max: The Curse of Brotherhood,,Max: the Curse of Brotherhood | X360,1528,,,,,,
Mayhem 3D,,Mayhem 3D | X360,1096,,0.01,0.06,47.0,0.07,8.6
Medal of Honor,0.04,Medal of Honor | X360,77,0.8,0.22,1.58,74.0,2.64,6.8
Medal of Honor: Airborne,0.01,Medal of Honor: Airborne | X360,212,0.52,0.12,0.45,73.0,1.1,6.8
Medal of Honor: Warfighter,0.01,Medal of Honor: Warfighter | X360,196,0.46,0.1,0.61,53.0,1.17,5.4
Megamind: Ultimate Showdown,,Megamind: Ultimate Showdown | X360,934,0.04,0.01,0.07,33.0,0.12,4.3
Meikyuu Cross Blood: Reloaded,0.02,Meikyuu Cross Blood: Reloaded | X360,1221,,,,,0.02,
Memories Off #6 Double Pack,,Memories Off #6 Double Pack | X360,1338,,,,,,
Memories Off 6: Next Relation,0.01,Memories Off 6: Next Relation | X360,1309,,,,,0.01,
Memories Off 6: T-Wave,,Memories Off 6: T-Wave | X360,1331,,,,,,
Memories Off: Yubikiri no Kioku,0.02,Memories Off: Yubikiri no Kioku | X360,1237,,,,,0.02,
Mercenaries 2: World in Flames,0.01,Mercenaries 2: World in Flames | X360,221,0.3,0.1,0.65,72.0,1.06,7.2
Metal Gear Rising: Revengeance,,Metal Gear Rising: Revengeance | X360,441,0.15,0.05,0.3,82.0,0.5,7.8
Metal Gear Solid,,Metal Gear Solid | X360,1532,,,,,,
Metal Gear Solid 2: Sons of Liberty,,Metal Gear Solid 2: Sons of Liberty | X360,1533,,,,,,
Metal Gear Solid 3: Snake Eater,,Metal Gear Solid 3: Snake Eater | X360,1534,,,,,,
Metal Gear Solid HD Collection,,Metal Gear Solid HD Collection | X360,346,0.22,0.06,0.42,90.0,0.7,8.6
Metal Gear Solid HD Edition,0.01,Metal Gear Solid HD Edition | X360,1274,,,,,0.01,9.8
Metal Gear Solid V: Ground Zeroes,0.01,Metal Gear Solid V: Ground Zeroes | X360,897,0.05,0.01,0.06,,0.14,5.8
Metal Gear Solid V: The Phantom Pain,,Metal Gear Solid V: The Phantom Pain | X360,857,0.04,0.01,0.1,,0.16,7.1
Metal Gear Solid: Peace Walker,,Metal Gear Solid: Peace Walker | X360,1535,,,,,,
METRO 2033,0.03,METRO 2033 | X360,419,0.23,0.05,0.22,,0.54,
Metro: Last Light,,Metro: Last Light | X360,550,0.15,0.03,0.17,80.0,0.35,8.4
Michael Jackson: The Experience,,Michael Jackson: The Experience | X360,276,0.18,0.07,0.62,,0.87,
Michael Phelps: Push the Limit,,Michael Phelps: Push the Limit | X360,967,0.01,0.01,0.09,48.0,0.11,3.5
Middle-Earth: Shadow of Mordor,,Middle-Earth: Shadow of Mordor | X360,450,0.16,0.04,0.28,,0.49,
Midnight Club 3: DUB Edition (America/Others Sales),,Midnight Club 3: DUB Edition (America/Others Sales) | X360,1538,,,,,,
Midnight Club: Los Angeles,0.01,Midnight Club: Los Angeles | X360,92,0.45,0.22,1.71,81.0,2.39,8.5
Mighty No. 9,,Mighty No. 9 | X360,1539,,,,,,4.4
MindJack,,MindJack | X360,1018,0.02,0.01,0.07,,0.1,
Minecraft,0.02,Minecraft | X360,12,2.92,0.9,5.96,,9.8,
Minecraft: Story Mode,,Minecraft: Story Mode | X360,195,0.42,0.11,0.67,,1.2,
Minecraft: Story Mode - Season Two,,Minecraft: Story Mode - Season Two | X360,1085,0.02,0.01,0.05,,0.07,
Mini Ninjas,,Mini Ninjas | X360,623,0.14,0.03,0.12,73.0,0.29,8.3
Minute to Win It,,Minute to win it | X360,573,,0.03,0.3,,0.33,
Mirror's Edge,0.01,Mirror's Edge | X360,198,0.51,0.12,0.51,79.0,1.16,7.6
Mistborn: Birthright,,Mistborn: Birthright | X360,1541,,,,,,
MLB 2K12 / NBA 2K12 Combo Pack,,MLB 2K12 / NBA 2K12 Combo Pack | X360,1158,,,0.04,,0.04,
MLB Front Office Manager,,MLB Front Office Manager | X360,1088,,0.01,0.06,47.0,0.07,4.6
Moe Moe 2-Ji Daisenryaku * Ultra Deluxe,,Moe Moe 2-Ji Daisenryaku * Ultra Deluxe | X360,1542,,,,,,
Momotarou Dentetsu 16 Gold,,Momotarou Dentetsu 16 Gold | X360,1543,,,,,,
Monkey Island: Special Edition Collection,,Monkey Island: Special Edition Collection | X360,1121,0.05,0.01,,,0.06,
Monopoly,,Monopoly | X360,386,0.2,0.06,0.34,56.0,0.59,5.8
Monopoly Streets,,Monopoly Streets | X360,643,0.09,0.02,0.16,66.0,0.28,6.6
Monster High: New Ghoul in School,,Monster High: New Ghoul in School | X360,1195,0.03,,,,0.03,
Monster Hunter Frontier Online,0.13,Monster Hunter Frontier Online | X360,918,,,,,0.13,
Monster Hunter Frontier Online: Forward 1,0.03,Monster Hunter Frontier Online: Forward 1 | X360,1199,,,,,0.03,
Monster Hunter Frontier Online: Forward 2,0.03,Monster Hunter Frontier Online: Forward 2 | X360,1203,,,,,0.03,
Monster Hunter Frontier Online: Season 10,0.03,Monster Hunter Frontier Online: Season 10 | X360,1190,,,,,0.03,
Monster Hunter Frontier Online: Season 9.0,0.04,Monster Hunter Frontier Online: Season 9.0 | X360,1169,,,,,0.04,
Monster Jam,,Monster Jam | X360,767,,0.02,0.18,43.0,0.2,5.8
Monster Jam: Path of Destruction,,Monster Jam: Path of Destruction | X360,947,,0.01,0.11,,0.12,5.0
Monster Madness: Battle for Suburbia,,Monster Madness: Battle for Suburbia | X360,954,,0.01,0.1,55.0,0.11,5.2
Monsters vs. Aliens,,Monsters vs. Aliens | X360,828,0.03,0.02,0.12,63.0,0.17,6.4
MorphX,,MorphX | X360,1129,,,0.05,33.0,0.05,6.6
Mortal Kombat,,Mortal Kombat | X360,200,0.19,0.1,0.85,86.0,1.14,8.3
Mortal Kombat (2011),,Mortal Kombat (2011) | X360,105,0.31,0.17,1.64,,2.12,
Mortal Kombat vs DC Universe,,Mortal Kombat vs DC Universe | X360,118,0.23,0.18,1.57,,1.98,
Mortal Kombat X,,Mortal Kombat X | X360,1546,,,,,,
Motion Explosion!,,Motion Explosion! | X360,1100,0.01,0.01,0.05,,0.07,8.5
MotionSports,,MotionSports | X360,348,0.25,0.07,0.38,40.0,0.69,4.0
MotionSports: Adrenaline,,MotionSports: Adrenaline | X360,661,0.1,0.03,0.14,,0.27,
MotoGP '06,,MotoGP '06 | X360,896,0.01,0.01,0.11,80.0,0.14,7.4
MotoGP '07,,MotoGP '07 | X360,688,,0.02,0.23,78.0,0.25,6.9
MotoGP 08,,MotoGP 08 | X360,555,0.2,0.04,0.11,68.0,0.35,6.1
MotoGP 09/10,,MotoGP 09/10 | X360,827,0.09,0.02,0.07,69.0,0.17,5.6
MotoGP 10/11,,MotoGP 10/11 | X360,1110,0.05,0.01,,,0.06,
MOTOGP 13,,MOTOGP 13 | X360,1550,,,,,,
MotoGP 14,,MotoGP 14 | X360,1028,0.03,0.01,0.05,,0.09,
MotoGP 15,,MotoGP 15 | X360,1280,0.01,,,,0.01,
Muchi Muchi Pork & Pink Sweets,0.02,Muchi Muchi Pork & Pink Sweets | X360,1226,,,,,0.02,
Murder Miners,,Murder Miners | X360,1552,,,,,,
Murdered: Soul Suspect,,Murdered: Soul Suspect | X360,1002,0.03,0.01,0.06,,0.1,7.2
Mushihimesama,0.02,Mushihimesama | X360,1227,,,,,0.02,
Mushihimesama Futari Ver 1.5,0.03,Mushihimesama Futari Ver 1.5 | X360,1184,,,,,0.03,
Muv-Luv,,Muv-Luv | X360,1553,,,,,,
Muv-Luv Alternative,,Muv-Luv Alternative | X360,1554,,,,,,
Muv-Luv Alternative: Total Eclipse,0.01,Muv-Luv Alternative: Total Eclipse | X360,1304,,,,,0.01,
Muv-Luv Twin Pack,,Muv-Luv Twin Pack | X360,1555,,,,,,
Mx vs. ATV Reflex,,Mx vs. ATV Reflex | X360,337,0.14,0.06,0.52,,0.72,
MX vs. ATV Supercross,,MX vs. ATV Supercross | X360,1105,0.02,0.01,0.03,,0.06,
MX vs. ATV Untamed,,MX vs. ATV Untamed | X360,353,0.08,0.06,0.55,70.0,0.68,6.8
MX vs. ATV: Alive,,MX vs. ATV: Alive | X360,412,0.13,0.05,0.37,,0.55,
My Body Coach 3,,My Body Coach 3 | X360,1556,,,,,,
My Horse & Me 2: Riding for Gold,,My Horse & Me 2: Riding for Gold | X360,1342,,,,,,
MySims SkyHeroes,,MySims SkyHeroes | X360,1006,,0.01,0.09,56.0,0.1,5.5
N3 II: Ninety-Nine Nights,0.04,N3 II: Ninety-Nine Nights | X360,829,0.06,0.01,0.06,,0.17,
N3: Ninety-Nine Nights,0.05,N3: Ninety-Nine Nights | X360,618,0.03,0.02,0.2,,0.3,
nail'd,,nail'd | X360,1000,0.02,0.01,0.08,64.0,0.1,7.1
Namco Museum: Virtual Arcade,0.01,Namco Museum: Virtual Arcade | X360,599,0.01,0.02,0.27,63.0,0.31,7.3
Narco Terror,,Narco Terror | X360,1558,,,,50.0,,5.9
Naruto Shippuden: Ultimate Ninja Storm 2,0.01,Naruto Shippuden: Ultimate Ninja Storm 2 | X360,311,0.27,0.07,0.43,74.0,0.78,8.5
Naruto Shippuden: Ultimate Ninja Storm 3,0.01,Naruto Shippuden: Ultimate Ninja Storm 3 | X360,429,0.17,0.05,0.3,70.0,0.52,7.6
Naruto Shippuden: Ultimate Ninja STORM Generations,0.01,Naruto Shippuden: Ultimate Ninja STORM Generations | X360,486,0.14,0.04,0.26,,0.45,
Naruto Shippuden: Ultimate Ninja Storm Revolution,,Naruto Shippuden: Ultimate Ninja Storm Revolution | X360,728,0.06,0.02,0.14,62.0,0.23,7.2
Naruto: Rise of a Ninja,,Naruto: Rise of a Ninja | X360,574,0.01,0.03,0.29,78.0,0.33,8.6
Naruto: The Broken Bond,,Naruto: The Broken Bond | X360,392,0.28,0.06,0.24,80.0,0.59,7.8
NASCAR 08,,NASCAR 08 | X360,633,,0.02,0.26,59.0,0.29,5.2
NASCAR 09,,NASCAR 09 | X360,682,,0.02,0.23,69.0,0.25,7.8
NASCAR '14,,NASCAR '14 | X360,836,,0.02,0.15,65.0,0.17,5.1
NASCAR '15,,NASCAR '15 | X360,837,,0.02,0.15,,0.17,3.8
NASCAR 2011: The Game,,NASCAR 2011: The Game | X360,607,,0.02,0.29,62.0,0.31,4.1
NASCAR The Game: Inside Line,,NASCAR The Game: Inside Line | X360,985,,0.01,0.09,72.0,0.11,3.4
Nascar Unleashed,,Nascar Unleashed | X360,937,,0.01,0.11,,0.12,
NatGeo Challenge! Wild Life,,NatGeo Challenge! Wild Life | X360,1201,0.02,,,,0.03,
