渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,素材类型_gif,素材类型_jpg,素材类型_sp,素材类型_swf,广告类型_banner,广告类型_tips,广告类型_不确定,广告类型_暂停,广告类型_横幅,合作方式_cpc,合作方式_cpd,合作方式_cpm,合作方式_roi,广告尺寸_140*40,广告尺寸_308*388,广告尺寸_390*270,广告尺寸_450*300,广告尺寸_480*360,广告尺寸_600*90,广告尺寸_900*120,广告尺寸_960*126,广告卖点_打折,广告卖点_满减,广告卖点_满赠,广告卖点_满返,广告卖点_直降,广告卖点_秒杀
A821,0.0048,0.0,0.0001,0.0105,0.0,0.5172,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A822,0.0019,0.0,0.0,0.0093,0.0,0.4828,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A823,0.0053,0.0,0.0,0.0101,0.0,0.7586,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A824,0.0134,0.0,0.001,0.0102,0.0,0.4138,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A828,0.0008,0.0,0.0726,0.0088,0.0088,0.7241,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A829,0.0,0.0,0.1232,0.0059,0.0,0.931,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A830,0.0006,0.0,0.0193,0.0076,0.0009,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A831,0.001,0.0,0.0072,0.0112,0.0018,0.8966,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A832,0.0006,0.0,0.0182,0.009,0.0005,0.4483,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A833,0.0002,0.0,0.0018,0.0055,0.0055,0.6897,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A834,0.0,0.0,1.0,0.0031,0.0,0.4483,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A835,0.0001,0.0,0.1293,0.0517,0.3076,0.6897,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A836,0.0011,0.0,0.004,0.0189,0.0,0.7241,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A837,0.0001,0.0,0.0142,0.0124,0.0129,0.931,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A838,0.0006,0.0128,0.0019,0.0102,0.012,0.6552,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A839,0.002,0.0,0.0008,0.0135,0.0,0.4138,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A840,0.007,0.0,0.0016,0.0138,0.0,0.931,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A841,0.0165,0.0,0.0017,0.0138,0.0005,0.6207,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A842,0.0161,0.0,0.0013,0.0128,0.0,0.6552,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A843,0.0002,0.0,0.0,0.013,0.0055,0.3793,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
A862,0.0,0.0,0.0,0.0187,0.0,0.4483,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A863,0.0,0.0,0.4634,0.007,0.0,0.3448,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A864,0.0,0.0,0.0113,0.0931,0.4199,0.8966,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A865,0.0689,0.0026,0.0021,0.0151,0.0,0.5862,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A866,0.2411,0.0077,0.0074,0.0145,0.0042,0.1034,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A867,0.0068,0.0051,0.0031,0.0187,0.0009,0.1379,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A868,0.0004,0.0,0.0027,0.0174,0.0,0.6552,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A869,0.0008,0.0,0.0041,0.0173,0.0005,0.3103,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A870,0.0335,0.0051,0.0055,0.0205,0.0023,0.4828,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A871,0.0026,0.0563,0.0445,0.0266,0.0185,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A872,0.0021,0.0051,0.0014,0.0186,0.0,0.1724,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A873,0.0165,0.0,0.0064,0.0183,0.0018,0.5862,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A874,0.0153,0.0307,0.0186,0.022,0.0226,0.3103,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A875,0.0003,0.1202,0.0191,0.0091,0.0092,0.9655,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A876,0.0399,0.0077,0.0045,0.0128,0.0042,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A877,0.0035,0.0,0.0015,0.0124,0.0005,0.3448,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A878,0.0016,0.0,0.0026,0.0121,0.0,0.1724,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A879,0.006,0.0026,0.0028,0.0123,0.0,0.1724,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A880,0.0036,0.1355,0.0231,0.028,0.0656,0.7241,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A881,0.0588,0.0358,0.0068,0.0119,0.0134,0.069,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
A9,0.0002,0.1458,0.2606,0.0465,0.1127,0.7931,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A97,0.0,0.2455,0.0928,0.0507,0.1621,0.931,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A98,0.0,0.0,0.432,0.0102,0.0,0.4828,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A99,0.6529,0.023,0.0057,0.0079,0.0088,0.3103,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A108,0.0064,0.0,0.0,0.0001,0.0,0.1724,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A109,0.0004,0.0,0.001,0.0001,0.0,0.3103,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A110,0.0199,0.0026,0.0,0.0002,0.0,0.6207,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A111,0.0067,0.0,0.0002,0.0002,0.0005,0.0345,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A112,0.0013,0.0,0.0003,0.0004,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A113,0.0055,0.0077,0.0001,0.0004,0.0005,0.5172,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A116,0.0002,0.1279,0.4733,0.0276,0.037,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A117,0.0002,0.0767,0.5151,0.0371,0.0624,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A156,0.0121,0.0,0.0032,0.004,0.0005,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A157,0.006,0.0026,0.0027,0.0086,0.0005,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A158,0.0035,0.0,0.003,0.0093,0.0,0.2069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A159,0.0114,0.0,0.0026,0.0092,0.0,0.0345,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A160,0.0223,0.0,0.0021,0.0079,0.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A161,0.0225,0.0026,0.0016,0.0067,0.0,0.4483,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A162,0.0071,0.0,0.0016,0.0085,0.0,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A163,0.0,0.0,0.0127,0.0094,0.0,0.2414,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A164,0.0523,0.0358,0.0048,0.004,0.0018,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A165,0.0035,0.0051,0.0057,0.0035,0.0018,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A166,0.0215,0.023,0.0044,0.0025,0.0009,0.3793,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A167,0.0015,0.0,0.0053,0.0023,0.0009,0.5862,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A168,0.0,0.0,0.0,0.0113,0.0,0.4138,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A177,0.0022,0.0358,0.0044,0.0095,0.0065,0.5172,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A183,0.0,0.0,0.0,0.0017,0.0,0.3103,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A184,0.0229,0.0,0.0012,0.0085,0.0,0.069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A185,0.0158,0.0,0.0002,0.0089,0.0,0.1034,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A186,0.0197,0.0,0.0028,0.0089,0.0,0.6207,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A187,0.0189,0.0,0.0024,0.0078,0.0,0.8621,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A188,0.0506,0.0,0.0025,0.009,0.0,0.3103,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A189,0.0142,0.0,0.0017,0.0077,0.0,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A191,0.0066,0.1688,0.1518,0.0332,0.0397,0.5862,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A192,0.0069,0.1355,0.0819,0.0332,0.0236,0.2069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A193,0.0025,0.156,0.1388,0.0268,0.0273,0.9655,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A194,0.0205,0.1049,0.0542,0.0208,0.0148,0.3793,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A195,0.0155,0.0,0.0011,0.0085,0.0,0.6207,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A196,0.0105,0.0,0.0003,0.009,0.0,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A197,0.0089,0.0026,0.0018,0.0086,0.0,0.3103,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A198,0.0035,0.1816,0.0223,0.0136,0.0273,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A199,0.0282,0.0,0.0012,0.0084,0.0,0.5517,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A200,0.0253,0.0,0.0008,0.0057,0.0,0.4828,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A201,0.0247,0.0,0.0004,0.0087,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A202,0.0015,0.0077,0.0027,0.0088,0.0009,0.1724,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A204,0.0213,0.0026,0.003,0.009,0.0005,0.2069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A205,0.0125,0.0051,0.0034,0.0083,0.0009,0.7586,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A206,0.0,0.0,0.0826,0.0341,0.0,0.2414,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A207,0.0116,0.0,0.0024,0.0085,0.0,0.0345,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A208,0.0117,0.0,0.003,0.0092,0.0,0.0345,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A209,0.0014,0.0205,0.0088,0.0116,0.0046,0.2069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A210,0.103,0.0026,0.0011,0.0089,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A211,0.0001,0.0,0.0066,0.0,0.0,0.1034,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A212,0.0,0.0,0.0,0.006,0.0,0.1034,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A213,0.0328,0.0,0.0014,0.0089,0.0,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A214,0.0024,0.0051,0.0,0.0095,0.0005,0.8966,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A217,0.0,0.0,0.0546,0.0284,0.0249,0.1034,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A218,0.0163,0.0,0.0032,0.0107,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A219,0.0,0.0,0.0897,0.0266,0.0185,0.6897,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A220,0.0106,0.0,0.0026,0.0087,0.0,0.4828,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A221,0.006,0.0,0.0021,0.0081,0.0,0.1724,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A222,0.0217,0.0,0.0022,0.0092,0.0,0.7241,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A223,0.0002,0.0,0.0,0.0094,0.0,0.8966,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A224,0.0532,0.0,0.0011,0.0085,0.0,0.931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A225,0.0376,0.0,0.0007,0.005,0.0005,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A226,0.028,0.0,0.0004,0.0088,0.0,0.069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A227,0.0035,0.0,0.0016,0.0124,0.0,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A228,0.0062,0.0,0.0023,0.0086,0.0,0.2414,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A229,0.0054,0.0,0.0021,0.0089,0.0005,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A230,0.0122,0.0,0.0013,0.0082,0.0,0.1379,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A231,0.0046,0.0026,0.0024,0.0085,0.0,0.6897,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A232,0.0042,0.0,0.0023,0.0122,0.0,0.0345,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A233,0.0117,0.0026,0.0028,0.0088,0.0,0.7931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A234,0.0066,0.0,0.0025,0.0089,0.0014,0.5862,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A235,0.0328,0.0,0.0024,0.0091,0.0009,0.7931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A236,0.0251,0.0,0.0014,0.008,0.0,0.4828,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A237,0.0073,0.0,0.0016,0.0084,0.0014,0.2069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A238,0.0176,0.0,0.0009,0.0037,0.0005,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A239,0.0039,0.0,0.0008,0.0089,0.0,0.8276,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A240,0.0101,0.0,0.0019,0.0101,0.0,0.7586,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A241,0.0192,0.0,0.0023,0.0078,0.0,0.931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A242,0.0115,0.0,0.0023,0.0101,0.0,0.931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A243,0.0113,0.0,0.0015,0.0102,0.0,0.4828,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A244,0.0205,0.0,0.0014,0.0082,0.0005,0.9655,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A245,0.0388,0.0,0.0014,0.0088,0.0005,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A246,0.022,0.0026,0.0013,0.0067,0.0005,0.8276,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A247,0.0067,0.0,0.0024,0.009,0.0,0.6897,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A248,0.0047,0.0026,0.0019,0.0085,0.0,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A249,0.0047,0.0,0.0011,0.0084,0.0,0.9655,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A250,0.0052,0.0,0.0026,0.0124,0.0,0.8966,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A251,0.0144,0.0026,0.0026,0.0088,0.0,0.5172,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A252,0.0085,0.0,0.0023,0.0082,0.0,0.7586,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A253,0.0302,0.0,0.0023,0.0091,0.0,0.1724,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A254,0.0102,0.0,0.002,0.0086,0.0,0.5862,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A255,0.0224,0.0,0.0014,0.0075,0.0,0.931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A256,0.0078,0.0026,0.001,0.0088,0.0009,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A257,0.0188,0.0,0.0017,0.0082,0.0,0.6207,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A258,0.0144,0.0,0.0004,0.0089,0.0,0.4483,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A259,0.0185,0.0,0.0019,0.0099,0.0,0.2414,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A260,0.0047,0.0,0.003,0.0104,0.0,0.4138,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A261,0.0269,0.0,0.0022,0.01,0.0,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A262,0.0021,0.0,0.0018,0.009,0.0,0.069,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A263,0.0212,0.0,0.0013,0.0086,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A264,0.0144,0.0026,0.0003,0.0091,0.0014,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A265,0.009,0.0,0.0021,0.0086,0.0,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A266,0.0169,0.0,0.0015,0.0075,0.0,0.931,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A267,0.0293,0.0,0.001,0.0086,0.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A268,0.0143,0.0,0.0003,0.0089,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A269,0.0,0.0,0.5235,0.0066,0.0,0.3103,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A270,0.0071,0.0,0.0023,0.0125,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A271,0.0197,0.0,0.0026,0.0088,0.0,0.5172,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A272,0.0189,0.0,0.0028,0.0078,0.0,0.3448,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A273,0.0408,0.0,0.0025,0.0092,0.0,0.4138,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A274,0.0104,0.0,0.0027,0.0101,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A275,0.003,0.0,0.0019,0.0106,0.0,0.7586,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A276,0.0187,0.0026,0.0023,0.0076,0.0,0.5862,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A277,0.0075,0.0,0.0022,0.0108,0.0,0.1724,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
A278,0.0115,0.0,0.0014,0.0081,0.0,0.8276,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A279,0.0126,0.0026,0.0008,0.0088,0.0009,0.3103,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A280,0.0107,0.0,0.0004,0.0092,0.0018,0.2759,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
A281,0.0215,0.0,0.0019,0.0101,0.0,0.6552,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
